,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,id,Текст,views.count,likes.count,reposts.count,type,link,post_id,parents_stack,Район,Street,Score,Numbers,initial_street,Toponims,full_street_name,location_options,addr_to_geocode,only_full_street_name,Location,geometry,other_geo_obj,geo_obj_tag,cats,probs
2619,4124,4124,2734,16880,2022-11-23 17:33:10,30097,"[club187034734|Муниципальное образование № 72], а как насчёт освещения в этом сквере? Вдоль всей тропинки нет ни одного фонаря. Наверняка есть фонари диодные  на солнечных батареях (чтобы избежать прокладки электрокабеля), да и наверняка российского производства таких фонарей хватает не по космическим ценам.",,1,,comment,,29995.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.986
2621,4126,4126,2737,16883,2022-11-23 18:20:42,30101,"Вчера внук проходил и сказал, что это убожество, что малыши не смогут лазить, опасно. Кроме качелей нет ничего, скучно.  Я ответила, чтобы радители не сидели на скамейках. Польза для всех",,1,,comment,,29995.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.923
2624,4129,4129,2740,16886,2022-11-24 10:00:13,30114,"[club187034734|Муниципальное образование № 72], я говорила не про площадку, а про весь сквер, тропа, которая от дома 32/1 до  34/2, там жуткая темень. Или дорожка от ст. Фарфоровска в сторону Софийской 24, вдоль детского садика, тоже оооочень темно там. Да во дворах в принципе мало освещения, есть участки, где без фонарика страшно идти, тем более с ребенком.",,1,,comment,,29995.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.979
2626,4131,4131,2742,16888,2022-11-24 17:04:56,30141,"[club187034734|Муниципальное образование № 72], жители могут как-то повлиять на эту программу? Коллективная жалоба или что-то ещё? Вы наверно лучше знаете, как жители совместно с вами (или без) могут сдвинуть эту ситуацию с мертвой точки?",,1,,comment,,29995.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.998
2627,4132,4132,2743,16889,2022-11-21 13:39:43,29994,Зеленый скверик со скамейками и мощеными дорожками было бы гораздо лучше...,,3,,comment,,29993.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
2628,4133,4133,2744,16890,2022-11-21 13:47:29,29996,"Ужас а не площадка, просто для галочки, маленькие дети только синяков набьют",,2,,comment,,29993.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.741
2634,4139,4139,2750,16896,2022-11-21 15:58:01,30009,🤢💩,,0,,comment,,29993.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.486
2635,4140,4140,2751,16897,2022-11-21 21:01:14,30031,Это вместо ракеты?,,0,,comment,,29993.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.859
2638,4143,4143,2754,16900,2022-11-23 13:10:47,30085,"Каждый по себе видимо судит. Детей нет либо большие - лучше бы скверик, дети есть, но маленькие - площадка для набивания шишек. А по мне так отличный вариант для деток 5-8 лет. С сыном наведаемся обязательно 😊",,3,,comment,,29993.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.978
2639,4144,4144,2755,16901,2022-11-21 12:07:31,29989,Нужное дело,,2,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.986
2640,4145,4145,2756,16902,2022-11-21 12:58:54,29992,"Молодцы,очень важный курс",,2,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.9
2641,4146,4146,2757,16903,2022-11-21 14:14:10,30001,"Жаль, что по состоянию здоровья не смогла попасть. Надеюсь, что ещё повторите. 🙏",,1,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.974
2643,4148,4148,2759,16905,2022-11-21 14:32:46,30004,Как записаться на следующие,,0,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.753
2647,4152,4152,2763,16909,2022-11-22 12:00:10,30049,"Большое спасибо за предоставленную возможность! Очень понравился курс, буду советовать знакомым. Доступно, подробно, наглядно. Время пролетело незаметно, и после занятия все вышли с большим багажом полученных знаний. Дай Бог, чтобы эти знания в жизни не пригодились🙏",,2,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.879
2648,4153,4153,2764,16910,2022-11-23 06:52:59,30074,"Почему так мало народу было в зале? Я в прошлый раз хотела записаться,а мне сказали, что уже народ набран.",,0,,comment,,29987.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.966
2652,4157,4157,2768,16914,2022-11-21 08:45:40,29982,👍🏻👍🏻,,1,,comment,,29981.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.892
2653,4158,4158,2769,16915,2022-11-21 09:08:15,29983,Огромное спасибо 👍,,1,,comment,,29981.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.996
2654,4159,4159,2770,16916,2022-11-21 09:57:53,29985,Спасибо большое! Она очень здесь нужна была.,,2,,comment,,29981.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.5
2655,4160,4160,2771,16917,2022-11-21 12:09:35,29990,"Искривление то, что надо. Органично - самое то!",,0,,comment,,29981.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.914
2656,4161,4161,2772,16918,2022-11-19 13:53:25,29911,откуда вы на все деньги берете... в нашем мо купчино наверно на туалетную бумагу даже нет.,,1,,comment,,29910.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.985
2658,4163,4163,2774,16920,2022-11-19 15:17:52,29916,Когда люди стараются навести порядок в своём районе! Молодцы! Удачи в работе!,,7,,comment,,29910.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.858
2659,4164,4164,2775,16921,2022-11-19 20:47:49,29936,"Категорически интересует вопрос: можно ли у рабочих попросить спилы? Могут получиться неплохие заготовки для детских поделок, например. Да и для взрослого творчества подойдут.",,2,,comment,,29910.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.978
2661,4166,4166,2777,16923,2022-11-19 21:34:39,29941,"Наконец-то! Давно пора убрать сухие аварийные деревья, у нас во дворе их пять",,0,,comment,,29910.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.771
2678,4183,4183,2795,16941,2022-11-19 09:37:33,29905,"Скажите, будет ли похожий мастер-класс еще, если не удастся успеть доехать на этот?",,0,,comment,,29902.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.981
2680,4185,4185,2797,16943,2022-11-21 16:08:46,30012,Жаль:(((,,0,,comment,,29902.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.484
2681,4186,4186,2798,16944,2022-11-18 13:06:11,29885,Отлично! Спасибо! 😍,,3,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.946
2682,4187,4187,2799,16945,2022-11-18 14:54:32,29887,"Отличная работа👍👏Получается,что в одном округе могут всё и деньги на всё есть,а в других ничего не хотят и не могут!",,6,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.75
2687,4192,4192,2805,16951,2022-11-19 05:05:42,29899,"Можно попросить сделать фото "" уха"" с дороги.  На сколько выходит вперёд. Понятно, что треугольника видимости не добиться во дворах, у соц.учереждений , но тем нее менее",,0,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.997
2689,4194,4194,2807,16953,2022-11-19 05:13:47,29900,Вы крутые. Забыл добавить,,1,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.976
2690,4195,4195,2808,16954,2022-11-19 10:42:49,29907,Отлично! Наконец-то прямо напротив калитки не будут парковать машины.,,3,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.919
2691,4196,4196,2809,16955,2022-11-20 08:16:34,29966,Здравствуйте. Всё круто... Но где детские площадки... Их поснимали очень много со стороны софийская которая не вдоль жд... И дворы пустые уже по 3-4 года...,,0,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.997
2694,4199,4199,2815,16961,2022-11-20 20:04:43,29977,Результат,,2,,comment,,29884.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.555
2695,4200,4200,2816,16962,2022-11-18 16:22:35,29892,🎄🎅🥳,,1,,comment,,29882.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.338
2696,4201,4201,2817,16963,2022-11-18 20:02:07,29896,Большое спасибо 👍,,1,,comment,,29876.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.984
2697,4202,4202,2818,16964,2022-11-18 09:45:47,29875,А получить у сотрудника нужно будет на территории Ленфильма?,,0,,comment,,29872.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.997
2699,4204,4204,2820,16966,2022-11-19 14:30:42,29915,"А я подавала заявку на 20, в 11-45, но подтверждения не получила",,0,,comment,,29872.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.872
2700,4205,4205,2821,16967,2022-11-20 11:20:57,29973,Благодарю за экскурсию! Очень интересная! И даже 4 летний ребенок все посмотрел и прослушал аудиогида),,1,,comment,,29872.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.994
2701,4206,4206,2822,16968,2022-11-17 16:31:28,29842,Как здорово! Спасибо вам большое!❤️,,7,,comment,,29835.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.997
2702,4207,4207,2823,16969,2022-11-17 18:34:03,29850,"Думаю,что-то похоже на Купчино 🤗а это #Купчино и есть😍",,0,,comment,,29835.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.945
2703,4208,4208,2824,16970,2022-11-18 08:21:53,29871,"Наконец то!!, Но на этой тропинке во время осадков всегда лужа, и стелили порой ковер... Надеюсь это учтут.",,1,,comment,,29835.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
2705,4210,4210,2826,16972,2022-11-18 12:52:53,29883,Результат,,2,,comment,,29835.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.907
2706,4211,4211,2827,16973,2022-11-20 20:05:48,29978,Конечный результат,,1,,comment,,29835.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.765
2707,4212,4212,2828,16974,2022-11-17 15:52:31,29826,*ленсвет,,0,,comment,,29818.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
2711,4216,4216,2833,16979,2022-11-17 18:40:10,29851,"Спасибо!я очень рада,что так взялись за район!",,7,,comment,,29813.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.969
2712,4217,4217,2834,16980,2022-11-17 21:34:26,29861,"Так приятно видеть,что наш район оживает!)",,5,,comment,,29813.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.837
2713,4218,4218,2835,16981,2022-11-19 08:30:48,29903,Молодцы!,,0,,comment,,29813.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.999
2716,4221,4221,2840,16986,2022-11-17 15:42:35,29821,Асфальт то на месте а листья так и лежат на земле,,0,,comment,,29789.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.996
2721,4226,4226,2845,16991,2022-11-17 13:59:49,29794,"Это только для жителей мо 72, мо Георгиевский нет?",,0,,comment,,29787.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.985
2724,4229,4229,2848,16994,2022-11-17 14:43:44,29808,А где взять приглашения?,,0,,comment,,29787.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.694
2725,4230,4230,2850,16996,2022-11-19 07:22:48,29901,Приехала в 10.15 ни одного билета уже нет.Столько времени потратить.Сплошное разочарование,,1,,comment,,29787.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.929
2728,4233,4233,2853,16999,2022-11-25 18:49:42,30293,Спасибо за спектакль! Очень понравился и детям и взрослым!,,0,,comment,,29787.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.994
2729,4234,4234,2854,17000,2022-11-19 17:33:44,29928,"Привет😊 О, да, это наша",,0,,comment,,29778.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.475
2730,4235,4235,2855,17001,2022-11-16 19:41:46,29696,Столбики надо было устанавливать,,0,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.95
2732,4237,4237,2857,17003,2022-11-16 19:43:09,29697,А куда остальные машины ставить?,,5,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.995
2770,4275,4275,2898,17044,2022-11-16 21:24:54,29706,"Посвящается Олегу Федорову и Павлу Швецу.  Я регулярно захожу в комментарии МО №72, и каждый раз спрашиваю, сделают ли нам новые парковки. Каждый раз мне отвечают, нет. Я спрашивал уже раз 150 и 150 раз мне ответили нет. Смысл в том, что отвечает мне один и тот же депутат, отвечает с неизменной интонацией. А я каждый раз с неизменной интонацией спрашиваю:    - Парковки будут?    - Есть платные.    - Куда ставить машины?    - Ставьте в соседний двор.    - Ну сделайте парковки?    - Вместо зеленых насаждений? Не можем.    - Я бы хотел припарковать машину в своем дворе?    - Извините, можете сделать парковки решением собственников дома на придомовой территории.    - Дорожки это хорошо? А нам нужны парковки.    - Мы их делаем там где можем, а там где не можем не делаем.    И ведь этот депутат, зараза, знает меня идеально в лицо, знает, что я спрошу и знает, что он мне ответит. Но ещё ни разу ни один из нас ни жестом, ни словом не показал, что каждый из нас знает сценарий. Бывает депутат выкладывает пост, когда я захожу в комментарии, жду пока кто-нибудь напишет про парковки, он как обычно отвечает ""На Фарфоровском посту всегда есть места"", а потом идет отвечать мне:    - Что вы хотели?    - Мне нужна парковка, по закону положена.    - У нас нет.    - Жаль.    Иногда он выкладывает пост по теме не связанными с парковками, я терпеливо жду, когда он закончит:    - А парковки есть?    - Нет, мы их не делаем.    Иногда он просто сидит в муниципалитете, когда никого нет, и только я расхаживаю по залу. Конечно, он знает, что будет дальше, но не подаёт виду и равнодушно берёт журнал.    - Что-то я парковки найти не могу, они вообще бывают?    - Нет, не бывают, мы их не делаем.    Это очень суровое, по-настоящему мужское противостояние, исход которого не ясен. Очевидно, что каждая сторона рассчитывает на победу. Впрочем, я уже согласен на ничью.",,8,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.741
2775,4280,4280,2903,17049,2022-11-16 22:29:13,29709,Припарковался сам-сделай невозможной парковку соседа!,,2,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.982
2776,4281,4281,2904,17050,2022-11-16 23:59:36,29725,"Машины, парковки, проезд техники... А не забыли ли все , что вдоль именно этого дома каждый учебный день проходит гораздо больше школьников с родителями, нежели проезжает и стоит машин. Где людям проходить?  Вы ещё и хотите , чтобы машины ставили таким образом , чтобы совсем сузить коридор для проезда транспорта и прохода ( заметьте : безопасного !!! школьников ( дабы ваш трактор -чистилка мог легко прочухать со своей никчемной щеткой)?! Гениально!!!  Только нафига  ученики 316 школы каждый год рисуют и вклеивают в дневник схему безопасного маршрута в школу?! Его просто нет!!! Точно две проблемы : дураки и дороги!!!",,0,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.998
2838,4343,4343,2968,17114,2022-11-17 13:59:01,29793,Идиотские района с хрущебами...у многих домов вообще нет парковки.Куда ставить авто вообще не понятно.🤦‍♂️,,2,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.752
2845,4350,4350,2976,17122,2022-11-19 10:56:52,29908,"Грамотное решение. Я вожу по дворам аварийную бригаду на Газеле. Так автолюбители паркуются, что для проезда миллиметры ловить приходится. Сами аварийку вызываете и сами перегораживаете проезды! Грузовик это вам не Ока мелкая! А поцарапаешь - орать будете. ЗАДОЛБАЛИ!",,4,,comment,,29695.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.796
2847,4352,4352,2978,17124,2022-11-16 13:18:47,29681,До зимы не успеют,,1,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.996
2848,4353,4353,2979,17125,2022-11-16 15:01:56,29685,В этом году много дорожек сделано. Муниципалы 👍👍👍,,5,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.872
2849,4354,4354,2980,17126,2022-11-16 16:20:25,29686,"Очень ждём, спасибо!",,1,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.465
2850,4355,4355,2981,17127,2022-11-16 17:00:16,29687,Планируется ли установка освещения вдоль дорожек?,,0,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.965
2855,4360,4360,2987,17133,2022-11-16 19:50:38,29698,Так там и были дорожки.,,0,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Транспорт,0.547
2857,4362,4362,2989,17135,2022-11-17 03:25:37,29730,"Все здорово, молодцы, спасибо, только одно но, много дорожек раскопано, стоят в таком виде 2 недели, их не асфальтируют, а копают новые.... Из-за техники нереальная грязь... Уборочная техника про нас забыла",,0,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.954
2862,4367,4367,2995,17141,2022-11-19 17:30:18,29927,"Будут ли дорожки кполиклинике, и ещё бы облагородить территорию Сортировочной",,0,,comment,,29680.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.625
2871,4376,4376,3006,17152,2022-11-17 13:22:08,29791,Огромное спасибо! Ещё бы освещение и было бы вообще замечательно,,0,,comment,,29673.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.947
2873,4378,4378,3008,17154,2022-11-17 19:12:22,29853,"Очень круто сделали сквер от метро до нашей Софии! Молодцы, большое спасибо❤️",,0,,comment,,29673.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
2875,4380,4380,3012,17158,2022-11-17 07:49:08,29755,"Хочу поблагодарить бригаду, которая работает у нашего дома. К проекту есть огромные вопросы, а исполнение на высоком уровне. Работают быстро и на мой непросвещенный взгляд, довольно качественно! Молодцы, благодарность им от жильцов.",,2,,comment,,29670.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.882
2877,4382,4382,3014,17160,2022-11-17 19:52:34,29858,"Хорошая работа подрядчика радует, слаженно и быстро отремонтирована проезжая часть. Особо хочу отметить, прекращение шумных работ в «тихий час у детей». Рабочие молодцы. Проект же плохо продуман и не учитывает реальные потребности жильцов.  Гладко было на бумаге, да забыли людей спросить.",,0,,comment,,29670.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.97
2893,4398,4398,3032,17178,2022-11-15 10:45:17,29584,Красота!!! Счастливые жильцы),,3,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.431
2894,4399,4399,3033,17179,2022-11-15 10:48:08,29585,Спасибо,,1,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.926
2895,4400,4400,3034,17180,2022-11-15 11:59:24,29592,"Эх,было бы так везде (((",,2,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.991
2896,4401,4401,3035,17181,2022-11-15 12:18:00,29595,А жильцы не хотели себе тротуар? Делить с автомобилями пространство неприятно,,0,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.507
2899,4404,4404,3038,17184,2022-11-15 12:26:23,29599,Неужели дожили до столь долгожданного события? Спасибо вам большое!,,1,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.991
2901,4406,4406,3040,17186,2022-11-15 17:07:16,29628,Утро до асфальта..Ощути разницу) Спасибо!,,1,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.57
2902,4407,4407,3041,17187,2022-11-16 11:06:09,29663,"Асфальт конечно это замечательно,но на сколько его хватит,учитывая,что выпал первый снег уже😏🤦‍♀️,летом такие работы проводят,но в России это часто забывают в последнее время.",,0,,comment,,29582.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
2904,4409,4409,3043,17189,2022-11-15 11:11:55,29586,"Хорошее дело затеяно, но с жителями не посоветовались. Третьему корпусу добавили парковочные места, у четвёртого корпуса убрали. Почти половина жителей нашего дома автовладельцы. Почему их права ущемляются в угоду пешеходам?",,0,,comment,,29581.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.979
2910,4415,4415,3049,17195,2022-11-15 11:24:00,29587,"Я, как ваш избиратель, посоветую вам пройтись по дворам не в час дня, а часов в десять вечера. И посчитать свободные парковочные места. А так же в проездах, карманах вдоль улиц. Спойлер: их нет. Люди паркуются где попало не из вредности, а потому что больше негде. Ваша же гениальная политика по сокращению парковочных мест ни к чему хорошему не приведет.",,5,,comment,,29581.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.914
2923,4428,4428,3065,17211,2022-11-15 13:57:03,29609,"У дома 32 к 4 в незимный период можно поставить до 15 машин. Насколько машин уменьшится парковка именно у дома и насколько машин увеличится парковка у 3 корпуса? Ставить машины в соседнем дворе - это уже традиция! Очень жаль, что будет еще сложнее найти место, тем более все жители данного дома знают как трудно выехать из этого двора!",,3,,comment,,29581.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.469
2933,4438,4438,3075,17221,2022-11-15 17:31:16,29632,"А дорожки будут от данного дома до перехода? А то там светофор, а по грязи приходится ходить до помойки и к светофору. Каждый день приходится там ходить в детский сад.",,0,,comment,,29581.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.995
2942,4447,4447,3085,17231,2022-11-14 12:34:31,29536,Чаще это г. с ближней мусорки. Пружину на большом батуте  так и не закрепили - я ещё в сентябре писал,,2,,comment,,29535.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.986
2945,4450,4450,3088,17234,2022-11-14 12:54:31,29539,Да..... развлечение детства... Еще железные кровати с пружинной сеткой )))),,3,,comment,,29535.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.556
2946,4451,4451,3089,17235,2022-11-14 19:58:14,29571,Уже притащили обратно.,,2,,comment,,29535.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.944
2947,4452,4452,3090,17236,2022-11-14 11:54:23,29531,Ваш вариант не очень. Пусть жители предлогают свои.,,0,,comment,,29527.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.987
2949,4454,4454,3093,17239,2022-11-14 18:52:39,29569,Из последнего.,,10,,comment,,29527.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.996
2950,4455,4455,3094,17240,2022-11-15 19:42:08,29638,А есть фотографии с дрона?,,0,,comment,,29527.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.975
2955,4460,4460,3099,17245,2022-11-14 16:37:57,29561,А около 201 школы будут делать дорожки?,,0,,comment,,29521.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.943
2961,4466,4466,3107,17253,2022-11-16 17:04:24,29688,"Отличные дорожки! Делают по умному на месте ранее протоптанных  тропинок и похоже, что  работают на совесть 👍 Отдельное спасибо водителю трактора, который подвозил песок к дорожкам. 🌷Мы с дочкой у нашего дома посадили много дубков, выращенных из желудей. Деревья пока еще маленькие, не смотря на то, что у каждого воткнуты оградительеые столбики, видны плохо.  Водитель отнесся в большим вниманием к  просьбе  быть аккуратнее с деревцами,объезжал их всех сложными маневрами, хотя ему это было не просто.",,2,,comment,,29521.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.989
2963,4468,4468,3110,17256,2022-12-01 15:55:31,30531,"Спасибо, Всё доделали оперативно! Приятно пройтись рядом с домом! Молодцы!",,1,,comment,,29521.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.446
2964,4469,4469,3111,17257,2022-11-13 15:36:59,29501,Ура !!!! Наконец то утром не надо будет тащить коляску на руках и второго ребенка поднимать падая на камнях.  Спасибо большое👏👏👏,,8,,comment,,29500.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.999
2965,4470,4470,3112,17258,2022-11-13 16:07:20,29503,"Спасибо, молодцы",,2,,comment,,29500.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.992
2966,4471,4471,3113,17259,2022-11-14 10:58:44,29526,"Спасибо. Зимой бы их ещё убирали и посыпали песком, и тогда всё прекрасно",,1,,comment,,29500.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.999
2969,4474,4474,3116,17262,2022-11-14 19:38:11,29570,"Да спасибо,только хорошо бы ещё грязь всю убрать. Детям к школе приходится по грязи ходить,потому что с двух сторон всё перерыто. И пожилым людям тоже тяжело до пятёрочки по грязи и камням ходить.",,1,,comment,,29500.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.985
2971,4476,4476,3119,17265,2022-11-19 19:44:23,29934,Убогонько,,0,,comment,,29500.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.999
2986,4491,4491,3136,17282,2022-11-11 18:30:49,29466,"А если я прописана в 72 мо, а супруг нет, можно нам пойти на экскурсию вместе? А детям с какого возраста?",,0,,comment,,29453.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.521
2989,4494,4494,3139,17285,2022-11-11 10:50:42,29440,"То, что надо!",,5,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
2990,4495,4495,3140,17286,2022-11-11 10:55:21,29441,Все три велика можно поставить,,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.736
2994,4499,4499,3144,17290,2022-11-11 11:37:51,29444,Супер!,,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.995
2995,4500,4500,3145,17291,2022-11-11 11:40:44,29445,👍,,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.988
2996,4501,4501,3146,17292,2022-11-11 12:02:20,29446,Зачем? И так места нет  🙉🙈🙊,,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.979
2999,4504,4504,3149,17295,2022-11-11 14:17:35,29456,👍,,1,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.735
3000,4505,4505,3150,17296,2022-11-11 16:41:06,29461,Хрущёвки портят весь вид 😂😂,,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.385
3004,4509,4509,3154,17300,2022-11-11 21:12:28,29468,"Такие молодцы! душа радуется, что наши дворы преображаются! Так держать",,2,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.701
3005,4510,4510,3155,17301,2022-11-12 06:07:16,29470,"Спасибо за правильную парковку , а то многие делают только с возможностью только за колесо крепить (рукалицо)",,1,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.31
3006,4511,4511,3156,17302,2022-11-12 11:21:43,29477,"Да здравствует муниципальная власть плюс велосипедизация всего округа! Ура, товарищи! :))",,1,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
3007,4512,4512,3157,17303,2022-11-13 12:53:33,29490,"Интересные проекты у вас. Все что-то пишут о планах установок новых площадок, об облагораживании территорий, однако ничего не происходит. Куда уходят средства? К примеру, район у домов 38/1, 38/2, 40/1, 316 школы не облагорожен вообще! Более 10 лет назад построили новые площадки, установили покрытия, но все дано пришло в негодность, снесли. На месте площадок теперь пустыри, где собираются не очень приличные люди. На дорожки, ведущие в школу, лучше просто не смотреть. И ведь столько проектов по благоустройству было, но ничего нет! На все один стандартный ответ: «Не успеваем». За 8 лет не успели? Жаль.",,0,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.669
3010,4515,4515,3160,17306,2022-11-13 12:54:57,29491,Пользуемся😎👍,,2,,comment,,29439.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.456
3013,4518,4518,3163,17309,2022-11-10 15:26:04,29424,Прутики)),,0,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.494
3018,4523,4523,3169,17315,2022-11-10 17:01:26,29427,Спасибо)),,1,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.968
