;Unnamed: 0;date;text;label_cat;loc_dist;loc_for_geocoding;source;source_cf;latitude;longitude;geometry;index_right;NAME
10046;40288.0;2022-05-03;Плохое состояние тротуара от автобусной остановки до пешеходного перехода. Надлежит обновить покрытие целиком на всём протяжении. Прошу рассмотреть настоящее обращение по существу, указать сроки производства работ, приложить подтверждающие фото.;Дороги;Невский;Седова ул, Санкт-Петербург;ПОС;1.0;59.9017413;30.3993339;POINT (30.3993339 59.9017413);43.0;Невская застава
10047;40289.0;2022-05-03;По поводу уборки мусора заявление я уже подал. Настоящее обращение касается пыли и песка на покрытии и в углах. Да, до этого мойка была, но вымолось не всё и без шампуня. Надлежит выполнить поливомоечные работы с использованием струй высокого давления, моющих средств (ЖКС говорит, что применяет, однако, я всегда видел только воду), дорожных щёток. Потереть покрытие от загрязнений - пыль/песок, плевки, подтёки. Бортовые камни тоже грязные. Прошу рассмотреть настоящее обращение по существу, указать сроки производства работ, приложить подтверждающие фото.;Отходы;Невский;Ольминского ул 18, Санкт-Петербург;ПОС;1.0;59.8967557;30.4199218;POINT (30.4199218 59.8967557);43.0;Невская застава
10048;40290.0;2022-05-03;Какой-то заколдованный угол... По поводу уборки мусора заявление я уже подал. Настоящее обращение касается пыли и песка на покрытии и в углах. После уборки мусора надлежит выполнить поливомоечные работы с использованием струй высокого давления, моющих средств (ЖКС говорит, что применяет, однако, я всегда видел только воду), дорожных щёток. Потереть покрытие от загрязнений - пыль/песок, плевки, подтёки. Прошу рассмотреть настоящее обращение по существу, указать сроки производства работ, приложить подтверждающие фото.;Отходы;Невский;Ольминского ул 18, Санкт-Петербург;ПОС;1.0;59.8967557;30.4199218;POINT (30.4199218 59.8967557);43.0;Невская застава
10049;40291.0;2022-05-03;Ещё зимой при уборке снега разбили бордюры у дома набережная Чёрной Речки 31, со стороны улицы графова.;ЖКХ;Приморский;Черной речки наб 31, Санкт-Петербург;ПОС;1.0;59.9851276;30.3111465;POINT (30.3111465 59.9851276);56.0;Чёрная речка
10050;40292.0;2022-05-03;"""Спасибо"" работникам управляющей компании, которая всю зиму скидывала на участок газона грязные снежные массы - теперь ничего не растёт. Надлежит отремонтировать газон в возможные сжатые сроки, а ни к концу осени, как это делалось ранее, засеять траву и следить за его состоянием. Прошу рассмотреть настоящее обращение по существу, указать сроки производства работ, приложить подтверждающие фото.";ЖКХ;Невский;Ольминского ул 18, Санкт-Петербург;ПОС;1.0;59.8967557;30.4199218;POINT (30.4199218 59.8967557);43.0;Невская застава
10051;40293.0;2022-05-03;"Проезжая часть улицы Профессора Качалова очень давно в плачевном состоянии... На фото далеко не все дефекты, их намного больше! Надлежит: 1. Провести обследование и мониторинг всей улицы на всём протяжении; 2. Ликвидировать масштабные повреждения Едиными Картами с соблюдением технологий; 3. Подать улицу в Планы по масштабному ремонту с полной заменой полотна. Прошу рассмотреть настоящее обращение по существу, разъяснить 3 поставленных вопроса, приложить подтверждающие фото.";Дороги;Невский;Профессора Качалова ул, Санкт-Петербург;ПОС;1.0;59.9140339;30.3966593;POINT (30.3966593 59.9140339);43.0;Невская застава
10052;40347.0;2022-05-04;"Автобусный маршрут № 5 проходит по Октябрьской набережной. В районе пересечения ул. Дыбенко с набережной идёт интенсивная жилая застройка. После остановки ""Октябрьская наб. 38, следующая остановка ""Ул. Крыленко"". Есть острая необходимость сделать промежуточную остановку на пересечении с ул. Дыбенко, тем более там есть ""карманы"" в оба направления. Кроме того, необходимо сделать пешеходный переход в этом месте для пересечения Октбярьской набережной.";Дороги;Невский;Дыбенко ул, Санкт-Петербург;ПОС;1.0;59.9090112;30.4817525;POINT (30.4817525 59.9090112);105.0;Оккервиль
10053;40367.0;2022-05-04;С фасада дома осыпается архитектурный лакокрасочный слой. Нужно провести ремонт/окраску и привести фасад в первоначальный вид. К ответу приложите фото после работ.;ЖКХ;Московский;Московское ш 44к6, Санкт-Петербург;ПОС;1.0;59.8302853;30.3556398;POINT (30.3556398 59.8302853);78.0;Гагаринское
10054;40368.0;2022-05-04;На протяжении всей дороги кучи строительного мусора.;Отходы;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10055;40369.0;2022-05-04;Мусор за гаражами и контейнерной площадкой между домами по адресу ул.Орджоникидзе 37/1 и 39;Отходы;Московский;Орджоникидзе ул 37/1, Санкт-Петербург;ПОС;1.0;59.8442637;30.3251623;POINT (30.3251623 59.8442637);71.0;Звёздное
10056;40386.0;2022-05-04;Прошу ликвидировать огромную нелегальную свалку мусора.;Отходы;Невский;Слепушкина пер, Санкт-Петербург;ПОС;1.0;59.8303517;30.51941;POINT (30.51941 59.8303517);104.0;Рыбацкое
10057;40387.0;2022-05-04;Свалка мусора. Шины и другой крупный мусор частично строительный. Напротив здания архива ул. Варфоломеевская д. 15.;Отходы;Невский;Варфоломеевская ул 15, Санкт-Петербург;ПОС;1.0;59.8797293;30.4176042;POINT (30.4176042 59.8797293);91.0;Ивановский
10058;40388.0;2022-05-04;Прошу ликвидировать мусорную свалку с соответствующей утилизацией мусора, расположенную на территории исторического района Посёлок Михаила Архангела. Свалка находится рядом с железнодорожными путями недалеко от пересечения Белевского проспекта и Варфоломеевской улицы.;Отходы;Невский;Варфоломеевская ул, Санкт-Петербург;ПОС;1.0;59.8799853;30.4219228;POINT (30.4219228 59.8799853);91.0;Ивановский
10059;40390.0;2022-05-04;Разлетаются и разрываются пакеты с мусором,листвой, собранные людьми.просьба службам их убрать.спасибо .адрес невский район,ул.полярников 13,во дворе.;Отходы;Невский;Полярников ул 13, Санкт-Петербург;ПОС;1.0;59.8781182;30.4344604;POINT (30.4344604 59.8781182);91.0;Ивановский
10060;40391.0;2022-05-04;Внутри треугольника домов: Бабушкина 64, Шелгунова 12 и Ново-Александровская 27 уже полгода никто не убирает мусор на газонах и на дороге около газонов. Когда же наконец-то закончится этот срач...?;Отходы;Невский;Бабушкина ул 64, Санкт-Петербург;ПОС;1.0;59.8653053;30.4549192;POINT (30.4549192 59.8653053);98.0;Обуховский
10061;40392.0;2022-05-04;Вот уже четыре года тут никто не убирает, а в кустахии на газонах, бутылки от спиртного, шприцы, пакетики (от наркотиков наверное) и прочий мусор...;Отходы;Невский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10062;40393.0;2022-05-04;Ул. Седовв д.17 корп.2 Мусор на газона. Просьба принять меры и произвести уборку внутридворовой территории.;Отходы;Невский;Седова ул 17к2, Санкт-Петербург;ПОС;1.0;59.8936238;30.413318;POINT (30.413318 59.8936238);43.0;Невская застава
10063;40407.0;2022-05-04;Грязь, мусор. Уже писал обращение, но видать все в холостую. Прошу решить вопрос с мусором!;Отходы;Приморский;Парашютная ул, Санкт-Петербург;ПОС;1.0;60.0164642;30.2852902;POINT (30.2852902 60.0164642);31.0;Коломяги
10065;40409.0;2022-05-04;Мусор вокруг фасада и рядом с окнами магазина;Отходы;Приморский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10066;40410.0;2022-05-04;Здравствуйте! Решите пожалуйста проблему возле Малой детской ж/д, как снесли заборы, оголились кучи мусора, они ростут с каждым днём! Адрес пустырь между Малой ж/д и жилым домом на Вербной д. 18/1;Отходы;Приморский;Вербная ул 18к1, Санкт-Петербург;ПОС;1.0;60.0244553;30.2948295;POINT (30.2948295 60.0244553);31.0;Коломяги
10067;40440.0;2022-05-04;Стёрлась жёлтая линия разметки;Транспорт;Московский;Космонавтов пр-т, Санкт-Петербург;ПОС;1.0;59.8398351;30.3520708;POINT (30.3520708 59.8398351);71.0;Звёздное
10068;40441.0;2022-05-04;На проспекте стёрлась разметка пешеходного перехода, стоп линии, прерывистой линии, разметки направления движения. Нужно обновить разметку более качественными материалами. Координаты 59.915887, 30.298108. К ответу приложите фото после работ.;Транспорт;Адмиралтейский;Троицкий пр-т, Санкт-Петербург;ПОС;1.0;59.8463278;30.4650422;POINT (30.4650422 59.8463278);104.0;Рыбацкое
10069;40442.0;2022-05-04;Нанести разметку;Транспорт;Московский;Варшавская ул, Санкт-Петербург;ПОС;1.0;59.8436424;30.3152252;POINT (30.3152252 59.8436424);41.0;Пулковский меридиан
10070;40443.0;2022-05-04;Необходимо обновить стоп линию перед тунелем.;Транспорт;Колпинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10072;40445.0;2022-05-04;На проезжей части наблюдается стертая разметка остановки транспорта и пешеходного перехода. Нужно обновить разметку более качественными материалами. Координаты 60.068214, 30.297819 и 60.068668, 30.297817. К ответу приложите фото после работ.;Транспорт;Выборгский;Парголово Парковая ул, Санкт-Петербург;ПОС;1.0;60.0713201;30.2985031;POINT (30.2985031 60.0713201);30.0;Парголово
10073;40449.0;2022-05-04;Еще один фонарь сломан и провода оторваны, а все потому что нет знака поворот. С обеих сторон опасного поворота.;Транспорт;Пушкинский;Шушары Усть-Славянское ш, Санкт-Петербург;ПОС;1.0;59.7848716;30.4583504;POINT (30.4583504 59.7848716);23.0;Шушары
10074;40450.0;2022-05-04;на тротуаре установлены два знака друг над другом. расстояние от поверхности тротуара до знака не соответствует п. 5.1.8. ГОСТ Р 52289-2019. Создается травмоопасная ситуация для движения пешеходов, велосипедистов, вождению на электросамокате;Транспорт;Центральный;Обводного канала наб, Санкт-Петербург;ПОС;1.0;59.9134325;30.3328529;POINT (30.3328529 59.9134325);69.0;Семёновский
10075;40451.0;2022-05-04;Дорожный знак выцвел;Транспорт;Петродворцовый;Петергоф Привокзальная пл, Санкт-Петербург;ПОС;1.0;59.8637066;29.9284551;POINT (29.9284551 59.8637066);6.0;Петергоф
10076;40453.0;2022-05-04;Необходимо очистить дорожный знак от незаконных объявлений;Транспорт;Центральный;Большая Конюшенная ул 29, Санкт-Петербург;ПОС;1.0;59.9364814;30.3221208;POINT (30.3221208 59.9364814);65.0;Дворцовый
10080;40458.0;2022-05-04;Постоянная пробка до этого пешеходного перехода, каждые 5 секунд люди переходят по одному, проблема пробки частично решиться если установить светофор, пока машины едут люди собираются и по разрешающему сигналу светофора переходят дорогу кучкой, а не по одному. УСТАНОВИТЕ СВЕТОФОР. 3 МИНУТЫ ЕДУТ МАШИНЫ, 20 СЕКУНД ПЕРЕХОДЯТ ЛЮДИ.;Транспорт;Невский;Советский пр-т, Санкт-Петербург;ПОС;1.0;59.8347963;30.0972504;POINT (30.0972504 59.8347963);19.0;Константиновское
10081;40459.0;2022-05-04;Ветеран пересел на инвалидное кресло и не может самостоятельно преодолеть высокий поребрик с двух сторон. Прошу уменьшить высоту поребрика и сделать наклон преодолимым для инвалидных колясок Проблема у дома 48 по улице Ленсовета;Транспорт;Московский;Ленсовета ул, Санкт-Петербург;ПОС;1.0;59.8307514;30.3509604;POINT (30.3509604 59.8307514);78.0;Гагаринское
10082;40460.0;2022-05-04;Крайне опасный пешеходный переход, нужен светофор с кнопкой или лежачий полицейский;Транспорт;Приморский;Шуваловский пр-т, Санкт-Петербург;ПОС;1.0;59.9419445;30.3151693;POINT (30.3151693 59.9419445);65.0;Дворцовый
10083;40461.0;2022-05-04;Необходимо очистить разметку пешеходного перехода от незаконных рекламных надписей;Транспорт;Центральный;Большая Конюшенная ул, Санкт-Петербург;ПОС;1.0;59.9360342;30.3223649;POINT (30.3223649 59.9360342);65.0;Дворцовый
10084;40462.0;2022-05-04;По пр.Энгельса от парнасского путепровода в сторону Меги (выезд на КАД) и в обратном направлении запущены новые маршруты автобусов в рамках транспортной реформы, а также изменены старые маршруты движения (например с 15.07.2022г. К271 - автобус 271), но при этом абсолютно не оборудованы остановки общественного транспорта и пешеходные дорожки! Пассажиры вынуждены выходить прямо в поле с травой и зарослями выше человеческого роста и идти по грязи через пустыри к дому мимо ЛЭП!!! При этом ранее маршрут К271 проходил по более удобному для пассажиров маршруту- с обустроенными остановками, пешеходными дорожками и охватывал практически весь густонаселенный массив ЖК Северная Долина. Данный маршрут не было смысла изменять. Но мнение людей, живущих в данном районе не учитывается. Так обустройте хотя бы нормальные остановки и подходы к ним. Позор для города называть остановкой общественного транспорта столб в чистом поле.;Дороги;Выборгский;Энгельса пр-т, Санкт-Петербург;ПОС;1.0;60.0893831;30.3648682;POINT (30.3648682 60.0893831);30.0;Парголово
10087;40480.0;2022-05-04;Изрисованная граффити стена, а кроме того здесь уже давно висит баннер с рекламой дома, который уже давно сдан и эксплуатируется. Прошу очистить стену.;ЖКХ;Центральный;Полтавская ул 7, Санкт-Петербург;ПОС;1.0;59.9267912;30.3686105;POINT (30.3686105 59.9267912);83.0;Лиговка-Ямская
10088;40484.0;2022-05-04;После ремонта квартиры во дворе на 5м этаже по адресу 13-я Красноармейская 14 и после зимы (обильное посыпка песка и соли) двор в очень сильном грязном состоянии. Обычная уборка вениками не помогает. Просьба вымыть двор водой и шампунями для уборки дворов. Жители дома.;Отходы;Адмиралтейский;13-я Красноармейская ул 14, Санкт-Петербург;ПОС;1.0;59.914899;30.3028315;POINT (30.3028315 59.914899);58.0;Измайловское
10089;40491.0;2022-05-04;Прошу выполнить уборку мусора на поверхности пандуса у магазина перекрёсток.;Отходы;Василеостровский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10090;40507.0;2022-05-04;Валяется строительный мусор;Отходы;Выборгский;Зеленогорская ул 7, Санкт-Петербург;ПОС;1.0;60.0020418;30.3231871;POINT (30.3231871 60.0020418);66.0;Светлановское
10091;40515.0;2022-05-04;Всегда такая грязь. У 3 парадной мусорку вообще не чистят!!;Отходы;Петродворцовый;Петергофское ш 72к5, Санкт-Петербург;ПОС;1.0;59.8479783;30.1382185;POINT (30.1382185 59.8479783);27.0;Южно-Приморский
10092;40516.0;2022-05-04;на придомовой территории за майские праздники скопился мусор. коммунальные службы не предпринимают никаких действий по решению данной проблемы. учитывая погодные условия . увеличивается угроза появления грызунов и прочих вредителей. прошу принять меры в отношении коммунальной службы, отвечающая за порядок на территории двора по адресу Джамбула 19 и незамедлительно решить данную проблему .;Отходы;Центральный;Джамбула пер 19, Санкт-Петербург;ПОС;1.0;59.9244758;30.3360911;POINT (30.3360911 59.9244758);75.0;Владимирский
10093;40532.0;2022-05-04;Старая листва и мусор на газоне;Отходы;Кировский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10095;40534.0;2022-05-04;Добрый вечер! Я, Билалова А.А., 11.06.1959 г.р. была на б/л в период с 02.02.2022 г. по 23.02.2022 г. с диагнозом двухсторонняя вирусная пневмония. КТ, сделанное на платной основе показало поражение легких на 25% и 30%. 22.03.2022 г. в 18:30 была на приеме у доктора Кожевниковой Т.И. с целью записаться на повторное КТ, но уже полису ОМС. Обещали внести в лист ожидания. 29.04.2022 г. в каб. 204 попыталась выяснить о записи на КТ, но безуспешно. Прошу сообщить о том, когда ожидать обследование. Мои контакты +7(921) 9740717;Здравоохранение;Кировский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10096;40540.0;2022-05-04;Участок плотно прилегающий к бетонному забору и до канавы зарос борщевиком Сосновского. Так же завален мусором, бутылками и покрышками. Борщевика очень много и в этом году он так же будет цвести и сбрасывать семена. Прошу ответственных лиц принять меры по уничтожению сорняков и расхламлению территории.;Отходы;Колпинский;Колпино, Санкт-Петербург;ПОС;1.0;59.748444;30.604479;POINT (30.604479 59.748444);106.0;Колпино
10097;40553.0;2022-05-04;Прошу очистить от окурков газон около тротуара напротив ветеринарной клиники;Дороги;Красногвардейский;6-я Жерновская ул, Санкт-Петербург;ПОС;1.0;59.9639645;30.4930543;POINT (30.4930543 59.9639645);102.0;Ржевка
10098;40579.0;2022-05-04;После уборки мусора, пакеты так и продолжают лежать на газоне.;Отходы;Красносельский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10099;40580.0;2022-05-04;Замусоренная территоия пустырь и набережная (покажано на схеме) , прошу принять меры по уборке.;Отходы;Красносельский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10100;40587.0;2022-05-04;мусор, включая кусочки кирпичей;Дороги;Петродворцовый;Ропшинское ш, Санкт-Петербург;ПОС;1.0;59.859395;29.9540995;POINT (29.9540995 59.859395);6.0;Петергоф
10101;40589.0;2022-05-04;Прошу убрать мусор, включая кусочки кирпичей;Отходы;Петродворцовый;Петергоф, Санкт-Петербург;ПОС;1.0;59.881847;29.912041;POINT (29.912041 59.881847);6.0;Петергоф
10102;40590.0;2022-05-04;Добрый день. Хотелось бы благоустроить территорию перед домом по адресу Придорожная аллея 21. Одна единственная детская площадка и то находится на пустыре! Пустырь не освещается, постоянно в воде, половина территории заброшено (раньше была площадка для собак);Энергетика;Выборгский;Придорожная ал 21, Санкт-Петербург;ПОС;1.0;60.0540443;30.3663891;POINT (30.3663891 60.0540443);82.0;№ 15
10103;40591.0;2022-05-04;Здравствуйте, фонари внутри с мухами и грязные . Скажите пожалуйста из кто моет ? Или подрядчик кто делал это фонари ничего не предусмотрел ???;Энергетика;Василеостровский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10104;40592.0;2022-05-04;В проезде между домами 9 и 11 осенью 2021 года демонтировали лежачих полицейских. Ранее было отправлено обращение - 171450060. На сегодняшний день лежачие полицейские до сих пор не установлены, прошу установить.;Дороги;Центральный;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10105;40593.0;2022-05-04;Калининский район,Муниципальный округ 21.Ужасное качество горячей воды ,запах сероводорода,пользоваться водой невозможно.Проблема не решается уже более 6 месяцев!.За горячее водоснабжение берётся оплата в полном размере 150 руб. за куб,в среднем 600 руб.в месяц. Необходимо исправить ситуацию и сделать перерасчёт по оплате ГВС за ненадлежащее качество оказанной услуги!;Энергетика;Калининский;Руставели ул 50, Санкт-Петербург;ПОС;1.0;60.0283551;30.4303808;POINT (30.4303808 60.0283551);94.0;№ 21
10106;40594.0;2022-05-04;Вокруг остановки общественного транспорта куча бычков от сигарет. Прошу организовать уборку территории.;Дороги;Приморский;Комендантский пр-т, Санкт-Петербург;ПОС;1.0;60.003704;30.284344;POINT (30.284344 60.003704);60.0;Комендантский аэродром
10107;40595.0;2022-05-04;Никогда нет света!!! Живём в вечной темноте!! А за освещение платим!! Свет только от парадных! Зато смотрите как в ЖК солнечный город. Всё светится...;Энергетика;Красносельский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10108;40596.0;2022-05-04;Полное отсутсвие газонов напротив дома 10-12 по столярному переулку;Благоустройство;Адмиралтейский;Столярный пер, Санкт-Петербург;ПОС;1.0;59.9281942;30.3108234;POINT (30.3108234 59.9281942);64.0;Сенной
10110;40600.0;2022-05-04;Яма при въезде во двор;Благоустройство;Красногвардейский;Маршала Тухачевского ул, Санкт-Петербург;ПОС;1.0;59.9705558;30.4230736;POINT (30.4230736 59.9705558);95.0;Полюстрово
10111;40601.0;2022-05-04;Просьба восстановить дорожное покрытие находящееся по адресу: СПб, пос. Молодежное, ул. Солнечная;Дороги;Курортный;Солнечная ул, Санкт-Петербург;ПОС;1.0;59.9736402;30.5125297;POINT (30.5125297 59.9736402);102.0;Ржевка
10113;40603.0;2022-05-04;Просьба восстановить асфальтное покрытие тротуара проходящего вдоль автомобильной дороги по адресу: СПб, пос. Молодежное, ул. Солнечная.;Дороги;Курортный;Солнечная ул, Санкт-Петербург;ПОС;1.0;59.9736402;30.5125297;POINT (30.5125297 59.9736402);102.0;Ржевка
10116;40608.0;2022-05-04;В доме по адресу Ворошилова 25к1 в первой парадной с февраля месяца не работает грузовой лифт, на днях выломали кнопку на первом этаже. Вызвать лифт с первого этажа нет возможности. Ремонт никто не осуществляет;ЖКХ;Невский;Ворошилова ул 25к1, Санкт-Петербург;ПОС;1.0;59.931209;30.4573617;POINT (30.4573617 59.931209);93.0;Правобережный
10117;40609.0;2022-05-04;Изрисованная странными граффити арка в Крепостной стене, которая является памятником архитектуры. Просьба привести стены в достойный вид.;Благоустройство;Центральный;Полтавская ул 7Х, Санкт-Петербург;ПОС;1.0;59.9268343;30.3691986;POINT (30.3691986 59.9268343);83.0;Лиговка-Ямская
10120;40613.0;2022-05-04;Напротив дома Хошимина 7 корпус 3 восемь автовладельцев самовольно захватили ЗНОП двора под длительную стоянку для своих автомобилей. На газон самовольно постелены бетонные плиты, насыпан гравий. Мною были написаны обращения в адрес администрации Санкт-Петербурга пару лет назад. Но никакого рассмотрения по существу не было произведено. Как я понял, так как не существовало ИОГВ, который бы занимался этим. Из СМИ мне стало известно, что в прошлом году ГАТИ создала новое «Управление по мониторингу состояния объектов и элементов благоустройства», которое занимается регулированием парковки во дворах. Как сообщить в это управление — не знаю. Прошу направить мое обращение в это управление. Прошу привести участок ЗНОП к нормативному состоянию и привлечь виновных лиц к ответственности за нарушение благоустройства или же перевести участок под плосконосую парковку. В любом случае, прошу восстановить законность парковки во дворе.;ЖКХ;Выборгский;Хошимина ул 7к3, Санкт-Петербург;ПОС;1.0;60.0500789;30.320631;POINT (30.320631 60.0500789);59.0;Шувалово-Озерки
10121;40615.0;2022-05-04;Необходимо навести порядок на тротуаре и в кустах. На данном участке мусор лежит постоянно. Зимой его не убирают от снега, в остальное время от мусора.;Отходы;Красногвардейский;6-я Жерновская ул, Санкт-Петербург;ПОС;1.0;59.9639645;30.4930543;POINT (30.4930543 59.9639645);102.0;Ржевка
10122;40630.0;2022-05-04;"К ответу на сообщение №175795065 от 30 марта 2022 г приложен ""ПРОТОКОЛ № Р/2022 внеочередного общего собрания собственников помещений в многоквартирном доме по адресу: Краснопутиловская ул., д.10, литера А, проведенного в очно-заочной форме голосования."", в котором указано, что собрание приняло решение о восстановлении на детской площадке качели. Протокол является подложным - совет дома (члены совета дома в подписи протокола) ничего не знает об этом протоколе и протокол не подписывали, собрание не проводилось. 100% собственников до сих пор ни разу не участвовало в собрании. Срок хранения документов, на основании которых изменяется состав общего имущества (качель являлась общим имуществом) установлен не менее 5 лет, т.е. если существует Протокол собрания собственников помещений на основании которого была демонтирована качель - то срок хранения этого протокола ещё не истек. Дополнительно в наряде на работы по демонтажу качели должны быть указаны основания для работы, срок хранения наряда также не истек. Прошу Принять меры к выяснению обстоятельств появления подложного протокола собрания собственников помещений и привлечения к ответственности должностных лиц предоставивших подложный протокол.";Благоустройство;Кировский;Краснопутиловская ул 10, Санкт-Петербург;ПОС;1.0;59.8740242;30.2627674;POINT (30.2627674 59.8740242);33.0;Автово
10123;40636.0;2022-05-04;Вдоль парка очень много мусора, убирают только на центральных аллеях, а на южной стороне настоящая помойка. Прошу направить уборочные службы;Отходы;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10128;40775.0;2022-05-04;Не могу записаться на приём к лору, хирургу(первоочередно), стоматологу. Консультация ангиохирурга после заключения уздг. Прохожу врачей для допуска на операцию до 25 мая!!!!;Здравоохранение;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10130;40777.0;2022-05-04;ЖКС #3 не в состоянии провести уборку обозначенной территории, неоднократно давались заявки по уборке ни одна из них не была выполнена качественно. Прошу сменить подрядную организацию.;Отходы;Центральный;Александра Невского ул 9, Санкт-Петербург;ПОС;1.0;59.9263583;30.3865223;POINT (30.3865223 59.9263583);29.0;Смольнинское
10131;40778.0;2022-05-04;Почему-то с зимы никто не убирает двор перед церковью свято Анны .;Отходы;Центральный;Кирочная ул 8, Санкт-Петербург;ПОС;1.0;59.9448482;30.3532589;POINT (30.3532589 59.9448482);77.0;Литейный
10132;40779.0;2022-05-04;Не горит лампа в фонаре. Номер указан на фото.;Энергетика;Приморский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10133;40780.0;2022-05-04;Незаконные надписи на опоре освещения. Нужно очистить. Координаты 59.954176, 30.325439. К ответу приложите фото после работ.;Энергетика;Петроградский;Куйбышева ул, Санкт-Петербург;ПОС;1.0;59.9578612;30.3341408;POINT (30.3341408 59.9578612);68.0;Посадский
10137;40784.0;2022-05-04;Несанкционированные надписи на внутренней стороне двери и стенах 4 парадной;ЖКХ;Фрунзенский;Будапештская ул 110/23, Санкт-Петербург;ПОС;1.0;59.8291947;30.4070137;POINT (30.4070137 59.8291947);87.0;Балканский
10140;40787.0;2022-05-04;Разбиты стекла на двух остановочных павильонах;Дороги;Выборгский;Хошимина ул 18, Санкт-Петербург;ПОС;1.0;60.0523712;30.3225041;POINT (30.3225041 60.0523712);59.0;Шувалово-Озерки
10141;40788.0;2022-05-04;Мусор вдоль дороги на газонах со стороны Оптиков 45 корп. 1 , на Пересечении Туристская/Оптиков (Туристская 24), все газоны в мусоре, песок скрипит на зубах, в ветреную погоду, пусть приведут в порядок , кто занимается территорией. К сожалению фото не получается прикрепить;Дороги;Приморский;Оптиков ул, Санкт-Петербург;ПОС;1.0;60.0022533;30.2023887;POINT (30.2023887 60.0022533);36.0;№ 65
10142;40789.0;2022-05-04;Несколько недель не убирался мусор.;Дороги;Выборгский;Политехническая ул, Санкт-Петербург;ПОС;1.0;60.0010035;30.3659148;POINT (30.3659148 60.0010035);85.0;Академическое
10143;40791.0;2022-05-04;Прошу убрать мусор напротив дома на ул. Чернова, 7, между домом и улицей.;Отходы;Невский;Чернова ул 7, Санкт-Петербург;ПОС;1.0;59.8632071;30.469019;POINT (30.469019 59.8632071);98.0;Обуховский
10147;40796.0;2022-05-04;Яма на дороге, которая мешает проезду;Благоустройство;Калининский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
10148;40797.0;2022-05-04;Здравствуйте, Не убраны от песка дворовые проезды по периметру МКД по адресу Шуваловский пр., дом 51, корпус 3, как вдоль фасада, и особенно с торцов дома;Отходы;Приморский;Шуваловский пр-т 51, Санкт-Петербург;ПОС;1.0;59.9419445;30.3151693;POINT (30.3151693 59.9419445);65.0;Дворцовый
10149;40798.0;2022-05-04;Прошу навести и поддерживать порядок на углу дома 19 по ул 6 Жерновская;Отходы;Красногвардейский;6-я Жерновская ул 19, Санкт-Петербург;ПОС;1.0;59.9640366;30.4924882;POINT (30.4924882 59.9640366);102.0;Ржевка
10151;40800.0;2022-05-04;"Ненадлежащее состояние остановочного павильона без рекламной конструкции: - осыпается лакокрасочный слой с металлических элементов; - отсутствует сетка; - незаконные надписи. Просьба установить сетку, очистить от надписей, окрасить павильон. К ответу приложите фото после работ.";Транспорт;Выборгский;Парголово Парковая ул, Санкт-Петербург;ПОС;1.0;60.0713201;30.2985031;POINT (30.2985031 60.0713201);30.0;Парголово
10152;40801.0;2022-05-04;Почти месяц не убирается контейнерная площадка около дома по адресу 6-я Жерновская ул. Д.19. Уборкой должна заниматься «ЖКС #2 Красногвардейского района» о чем есть подтверждение администрации Красногвардейского района (см. приложение). Однако дворники каждое утро ходят мимо. Сегодня при влажной уборке улицы, замусоренная площадка была полита водой, что безусловно приведёт к ещё более быстрому разложению скопившегося мусора и ухудшению санитарной обстановки. Требую в кратчайшие сроки привлечь «ЖКС #2» к ответственности и осуществить уборку территории.;Отходы;Красногвардейский;6-я Жерновская ул 19, Санкт-Петербург;ПОС;1.0;59.9640366;30.4924882;POINT (30.4924882 59.9640366);102.0;Ржевка
10153;40802.0;2022-05-04;Неубранная территория у дома по адресу 6-я Жерновская д.19. На газоне валяются окурки и мусор. Сама территория около дома до сих в пор в песчаной смеси после зимы. Необходимо привести газоны в надлежащий вид и убрать всю придомовую территорию от окурков , мусора и песка;Отходы;Красногвардейский;6-я Жерновская ул 19, Санкт-Петербург;ПОС;1.0;59.9640366;30.4924882;POINT (30.4924882 59.9640366);102.0;Ржевка
