;text
2080;Суровая парковка у Меги: когда хочется поближе ко входу, а все места заняты 🤷🏻‍♂️
2081;Моменты вчерашнего снегопада в парке Толстого ❄️🍁
2082;"Тем временем, в Москве набирают популярность знакомства с помощью «ананасов» 😅

Этот тренд пришел к нам из Испании. Если в корзине с продуктами ананас находится листьями вниз, это сигнализирует о желании человека завести знакомство. 

Лучшее время для посещения магазина — с 19:00 до 20:00.

Ну что, сегодня вечером все в магазин за ананасами?)"
2083;"Белки в парке Толстого явно не понимают, почему снег так рано выпал 🤪

Фото - Александр Абрамов"
2084;"В Химках объявился тыквенный вор! На Молодежной 7к1 были похищены тыквы и корзинки, которые украшали вход в клинику 🤦🏻‍♂️

Некая женщина под покровом ночи решила украсть весь этот декор. Возвращалась раз за разом с 3 до 4 утра, тыква за тыквой, корзина за корзиной.

По итогу ещё и дерево поломала, когда лезла за очередной корзинкой."
2085;"Ну вот, придется искать другой ресторан 🤣
Не рады у нас Мангалорам"
2086;"🚑Химки. Вакцинация

✔️Когда пора делать прививку от гриппа

✔️Где и как пройти вакцинацию

✔️Нужно ли заранее записываться

Об этом рассказала заведующая поликлиникой №5 «Химкинской клинической больницы» Ксения Иванова.
.ru"
2087;"А это временная деревянная лестница на мосту через Ленинградку в районе Меги сегодня утром 🫣

Сезон падений открыт!"
2088;А вот и первые подснежники 😄
2089;"К концу недели прогнозируется возвращение осеннего тепла 👏🏼

Дожди и снег прекратятся в среду, а в выходные будет солнечная и сухая погода, — научный руководитель Гидрометцентра России Роман Вильфанд.

Температура ожидается на уровне +12 градусов."
2090;"Ночной чат!
Как прошел ваш понедельник?"
2091;Вот и октябрьские снеговики в Химках пошли ⛄️
2092;"От подписчицы:
_____________
Вот уже и зима началась, а мы на Марии Рубцовой вообще без какой-либо воды сидим. На сайте хим.водоканала было уведомление о временном отключении холодной воды, но никакой воды нет вообще с утра и до сих пор. Приходится запасаться водой из цистерны во дворе, и закупаться бутилированной в магазинах."
2093;Осенне-зимний парк Толстого и сквер Рубцовой 🍁❄️
2094;Очень надежная защита мотоцикла в одном из дворов Химок 🤣
2095;"На улице Лавочкина перед улицей 9 мая повесили знаки запрета парковки 🚫

Повесили их довольно давно и долгое время никого не трогали, а сегодня бац и всех эвакуировали! 
Будьте внимательнее!🥲"
2096;Заснеженные Химки! Пора снеговиков лепить ⛄️
2097;❗️Ремонт лестниц на мосту над Ленинградкой закончат к 30 октября 2024 года
2098;"❗️Прокуратура в Химках взяла на контроль [https://vk.com/wall-34882023_1785343|убийство сыном своей матери]

Как выяснилось, убийство произошло на улице Совхозная на Левом берегу.

Потерпевшая от полученных травм скончалась в подъезде. Информация о том, что она была доставлена в больницу и умерла там, не подтвердилась.

В ближайшее время суд с участием представителя Химкинской городской прокуратуры рассмотрит вопрос об избрании меры пресечения 21-летнему жителю Химок в виде заключения под стражу."
2099;А вот теперь и Химки заметает! ❄️❄️❄️
2100;"В разных районах Подмосковья уже выпал снег ❄️

В Химках тоже утром шёл, но быстро таял"
2101;"От подписчика:
_____________
Был вчера на рыбалке на Восточном Бурцевском пруду. При виде такого сказать, что я в бешенстве - ничего не сказать. Кто-то вывалил упаковочные мешки и коробки в 100м от берега пруда! Что же вы люди срёте то так! Берегите природу - мать вашу!!!"
2102;"Липецкий художник нарисовал богатырей с гербами подмосковных городов 🎨

Изображения художник создает в рамках проекта «Богатыри России. Занимательная геральдика». Ранее он изобразил богатырей с гербами городов Воронежской и Липецкой областей. В перспективе планирует работать с геральдикой всех 89 субъектов Российской Федерации.
 
«Богатыри, которых я изображаю, неканоничные, это современные герои, созданные в противовес западным. Основная идея – привлечение внимания к внутреннему туризму, к путешествиям по родному краю», – рассказал Ефим Казак"
2103;"❗️Строительство станции Малино затягивается на несколько лет

Приступить к строительству станции МЦД-3 Малино собираются только в 2025 году (и то, это не точно). А ранее сообщалось, что оно должно завершиться к концу 2024-го.

В районе платформы Малино проходили строительные работы, однако, по всей видимости, они были связаны только с модернизацией и развитием железнодорожной инфраструктуры в рамках проектов МЦД-3 Зеленоград–Раменское и ВСМ Москва–Петербург.

Новые сроки назвал зампрефекта Зеленограда Дмитрий Морозов, отвечая на одно из обращений в интернет-приемной префектуры. Он также добавил, что сроки проектирования и строительства транспортной развязки с эстакадой через железную дорогу в районе платформы Малино тоже пока не определены.

Вероятно, обновления других станций МЦД-3 в Химках тоже в ближайшее время лучше не ждать 🥲"
2104;"От подписчиков:
_______________
В переходе на Юбилейном делают очень халтурный ремонт. Плитка УЖЕ отваливается. Что за плиточный недоклей такой - не понятно, но он вообще не схватывает ничего. Приклеивают эту плитку тоже криво очень.
Далее - покраска. Красят, судя по всему, вообще никак не обрабатывая поверхность. Рамы окон прям по ржавчине красят.
Ну и смысл от такого ремонта?"
2105;Даниэль из [https://vk.com/wall-34882023_1785069|Города Набережных] недолго катался… 🤣
2106;"⚡ Циклон «Хельма» обрушит на Москву и Подмосковье сильные дожди и снегопад завтра, — синоптики

Холодная и ненастная погода продлится трое суток. Из-за сильного ветра и высокой влажности по ощущениям будет до -2 градусов."
2107;"Дети, у которых меньше 100 друзей в соцсетях, могут быть опасны и склонны к массовым убийствам, заявили в Национальном антитеррористическом комитете 🤷🏻‍♂️

Педагогов попросили следить за детьми, которые сидят в группах «деструктивного и агрессивного спектра» и выкладывают «остро негативные» публикации, а также посты на тему «Меня никто не понимает» или «игнорирует»."
2108;"Ловкость рук в электричке и ты остался без телефона🫢

Пассажир уснул в вагоне. К нему подошел злоумышленник, вытащил у него из кармана телефон и бросил своей знакомой за спину. Пострадавший оперативно обратился в полицию, после чего вора успели задержать."
2109;"⚒️Жилищно-коммунальное хозяйство. Планы на следующую неделю

✔️Какие работы ведут для поступления тепла во все дома

✔️В каких домах отремонтируют подъезды 

✔️Как и где проводят дератизацию и дезинсекцию

Об этом и многом другом рассказал заместитель главы Химок по вопросам ЖКХ Денис Юрков
.ru"
2110;"Молодой хоккеист из Химок убил свою мать за то, что она запрещала ему пить алкоголь 🤯

По данным SHOT, жуткая трагедия произошла в Химках в минувшую пятницу. 21-летний Степан (фото 1) — хоккейный защитник, раньше играл за молодёжку мытищинского «Атланта». Но последнее время карьера особо не складывалась и парень начал злоупотреблять синькой, из-за чего стали всё чаще возникать конфликты с 47-летней мамой (фото 2), с которой они жили вдвоём. Последняя ссора стала роковой.

В пятницу вечером Стёпа решил расслабиться с помощью очередной бутылки. Когда женщина пришла домой, сын был уже выпившим. Мать сделала замечание, разразился скандал и у Стёпы снесло крышу: он сначала избил маму руками, а потом жестоко исколол её ножом.

Предварительно, скорую и полицию вызвали соседи, которые услышали шум и крики. Женщина скончалась в подъезде до приезда скорой.

Сын-убийца задержан. Ему грозит до 15 лет колонии."
2111;Импортозамещение 😄
2112;Доброе утро из китайской островной провинции Хайнань! 🇨🇳
2113;"В Химках на природных территориях впадают в зимнюю спячку ежи, лягушки и жабы, поэтому жителям следует вести себя крайне тихо, чтобы не разбудить никого из животных 😴

Во второй раз крепко уснуть у многих зверьков уже не получится, а из-за перерасхода энергии они могут не дожить до весны.

Поэтому, когда будете гулять, например, по Химкинскому лесу, Долине реки Сходня, Захарьинской пойме, ведите себя тихо!)

Также ни в коем случае нельзя будить орешниковую соню (грызун, похожий на хомяка и мышь, а хвост от белки), которая ушла в спячку еще в сентябре."
2114;"🥃 Алкоголь в России могут начать продавать только покупателям старше 21 года

Соответствующий проект уже разрабатывают в Минздраве.

Как считаете, правильная идея?"
2115;"От подписчицы:
_______________
Стабильно 2-3 раза в год на Панфилова 3, прямо под домом прорывет трубу с горячей водой. И стабильно приезжала аварийка раскапывала эту трубу, неделю что-то там латала и… всё по новой. Хватало такого ремонта на несколько месяцев.

Но, видимо, коммунальщикам самим настолько надоело, что в этот раз они решили просто не приезжать. Может, само как-то рассосется? Но не рассасывается. Поэтому вот уже неделю из-под дома течет кипяток (сколько налогов утекло вниз по улице одному мосэнерго известно). Не говоря уже о том, что вся эта вода стоит под жилым домом, подмывая грунт.

Кстати, несколько жалоб в Мосэнерго так никого и не вдохновили приехать. Возможно, заявления в органы повыше напрягут?"
2116;"Такси Марселя из того самого фильма заметили в ЖК Город Набережных 🔥

Где Даниэль?))"
2117;"Ранним утром в парке Дубки подписчики обнаружили привязанную к скамейке собаку, рядом был контейнер с кормом. На ошейнике написано «Ника».

Кто-то таким образом решил избавиться от собаки 😟"
2118;Классика 🥲
2119;"Колесо обозрения в парке Толстого будет работать и зимой 🎡

Кабинки оснащены системой климат-контроля, благодаря которой зимой внутри не холодно, а летом не жарко.

Идея, куда сходить погреться, если дома не будет отопления 🤣"
2120;"Сообщается, что снегоуборочная техника в Химках подготовлена к зиме на 90% 🤔
  
Сотрудники объединенного городского хозяйства завершают ремонт и модернизацию спецтехники для уборки дворов и проездов.
  
Всего в этом году управляющим компаниям предстоит содержать в чистоте 1150 дорог, более 600 дворов, а также 105 парков, скверов, аллей и других общественных пространств.

Для этого на постоянном дежурстве будут находиться более 170 единиц спецтехники. В случае особенно сильных снегопадов число техники увеличат за счет подрядных организаций.

Ну что, зимой и посмотрим 😁"
2121;Доброе утро! Всем удачных выходных! 🙌🏼
2122;"[https://vk.com/wall-34882023_1775659|Грибная квартира], часть 2
От подписчицы:
_____________
Я опять со своими грибами 😁
Грибы увеличиваются в количестве. Скоро буду приглашать всех любителей собирать грибы к себе домой. Такие чудеса происходят по улице Ленинградской дом 19."
2123;Сегодня над Химками очень патриотичное небо 🇷🇺
2124;"От подписчицы:
____________
Вот и до Молодежной 74 докатилась тема с домофонами. Были хорошие, установили новые зачем-то. Со слов консьержа уже с 14.10 нельзя будет попасть к себе домой без установки приложения. Выписку егрн требуют, а может ключи от сейфа сразу дать и все пароли от банковских карт?… Зачем это все? Зачем лишний раз людей злить??"
2125;"В Химках установили новые современные детские площадки 👏🏼
 
Новые игровые зоны уже установили на улицах Маяковского, Академика Грушина и Союзной. 

Площадка на фото с ул.Академика Грушина, д.4

Скоро ещё установят новую площадку и на Химкинском Арбате."
2126;"На пересечении 9 мая и Парковой ДТП.
Въехали таксисту прям в бочину 🫣"
2127;"😄 У пилота спросили в аэропорту Шеметьево «как перестать бояться летать?», на что был дан ясный и однозначный ответ:

«Это х***я б***ь! Все в твоей голове! Расслабься и получай удовольствие!»

А вы боитесь летать?)"
2128;У кого как с отоплением дела? Включили?
2129;"🎭Культура. Спорт. Социальная политика в Химках: Планы на следующую неделю

✔️С кем сыграют ФК «Химки»

✔️Как отметить День отца

✔️Когда пройдет ночной забег

Об этом и многом другом рассказала заместитель главы Химок по социальной политике, культуре и спорту Анна Ватутина.
.ru"
2130;"Жуть из соседнего Долгопрудного: мужчина растрелял семью из-за места на парковке🤦🏻‍♂️

52-летний мужчина в парке микрорайона Шереметьевский в упор расстрелял своих соседей, супружескую пару, которая прогуливалась со своей собакой в этот момент. Мужчина от полученных ранений скончался на месте происшествия, а женщина, получив ранение ноги, смогла убежать от нападавшего и скрыться в лесу.

После того как на место прибыла полиция, рядом с телом убитого был найден сам убийца  — он покончил собой сразу после нападения.

В ходе осмотра места происшествия и прилегающий территории, неподалеку от обнаружения тела потерпевшего обнаружено тело нападавшего с огнестрельным ранением головы. Сейчас женщина находится в больнице. По одной из версий сосед напал на семью из-за конфликта о парковочном месте.

Стоила парковка того? Не доставайся же ты никому, как говорится…"
2131;"❗️А тем временем мусор с Коммунального проезда 14 всё-таки начали вывозить. Его становится меньше. С самого утра грузят машины.

Фото от местного жителя «Солнечной Системы»

Update: утром мусор действительно вывозят, вечером снова появляется, т.к. данная площадка сейчас является перевалочным пунктом, но с 1 января свалку [https://vk.com/wall-34882023_1778318|обещают] закрыть."
2132;"Пример доброты на Юбилейном ❤️

Водитель каршеринга вышел перед пешеходным переходом и помог дедушке с ограниченными возможностями перейти дорогу. Все остальные водители покорно ждали, несмотря на то, что у них был зеленый свет 👏🏼"
2133;Доброе утро Химкам из Сочи 🏔️
2134;"⚡️ХИТ 2024-2025. Песня про Химки и горячую воду!

Слушать со звуком!
Написала эту актуальную песню жительница нашего города Кристина Андреевна Хлуднева.

Просто браво! 👏🏼"
2135;"Мегамаркет уже вовсю пользуется площадями бывшей Икеи в Химках, завозят новые товары 📦

Напомним, ранее Сбер выкупил под Мегамаркет бывшую химкинскую Икею и переоборудовал площади под склад."
2136;"В парке Толстого напротив музейного комплекса Артишок повесили современные модные качели 🤩

Новое место притяжения молодежи)"
2137;Кошачий скворечник на улице Строителей 🥰
2138;"Химкинские гонщики стали чемпионами областного Первенства 🏆
 
Воспитанники Дома юных техников «Интеграл» представили Химки на Первенстве Москвы и Московской области по автокроссу. По результатам заключительного этапа соревнований спортсмены стали чемпионами, а также завоевали золотые и бронзовые медали.
 
Команда имени Евгения Родионова завоевала три медали и стала лучшей в командном зачёте среди юниоров. Дмитрий Крючков пришёл первым к финишу и завоевал золотую медаль в классе машин Д3-Мини. Две бронзы в классах багги Д3-250 и Д3-450 — у Семёна Воронова и Тимура Путенкова. Спортсмены выступили под руководством тренера Андрея Куропаткина.
 
Заключительный этап соревнований провели в восьми кроссовых дисциплинах среди 55 гонщиков. В состязаниях участвовали спортсмены от 9 и до 70 лет.

Молодцы, ребята! 👏🏼👏🏼👏🏼"
2139;В Бутаковский залив напротив Кантри-парка опять какую-то гадость вылили, судя по огромному масляному пятну на воде 🤢
2140;"🚑Химки. Диспансеризация

✔️Как проверить здоровье за 2 часа

✔️Где можно пройти обследование организма

✔️Когда будут доступны результаты

Об этом рассказала заведующая поликлиникой №5 «Химкинской клинической больницы» Ксения Иванова."
2141;"Подъездные ужасы на Мельникова д.6 🤢

Вот, что бывает, если «повезет» с соседями, которые плодят антисанитарию на радость тараканам"
2142;"Чем думают такие люди, когда так паркуются? 
Это же до смешного неадекватно)

Взял и перекрыл главную пешеходную дорогу вчера вечером на Юбилейном пр-те в районе 4 и 6 дома."
2143;"❗️Вход в крестообразный переход на Юбилейном сегодня утром оказался закрыт

Во всяком случае со стороны дома №4.

Неужто обещанный ремонт начался? Если так, то пешеходное движение должны вскоре временно перевести по земле, как раньше."
2144;"Этой ночью замечен кратковременный первый снег, который пошел с дождем!

До Нового года осталось 82 дня… 🎄"
2145;"😱 Вот, что цены на недвижимость делают: парень показал, как живет в кладовке в Москве за 15 000₽ в месяц. 

А вы бы так смогли?"
2146;"❗️В Подмосковье до 1 ноября пройдет проверка всех бомбоубежищ 

Председатель регионального правительства Ильдар Габдрахманов подписал соответствующее распоряжение.

Согласно этому документу, местные власти обязаны завершить инвентаризацию защитных сооружений гражданской обороны до 25 октября и представить результаты проверки в регион в установленный срок.

Контрольные мероприятия по обследованию укрытий стартовали 1 октября.

___________
Ещё бы жителям знать, где эти бомбоубежища находятся… Адрес можно узнать у своей УК, но в случае ЧС быстро это сделать вряд ли удастся, поэтому лучше спросить у УК адреса заранее."
2147;"И вновь про зеркальный забор у администрации! 😄

Нашумевший арт-объект оказался подарком архитектурной мастерской Armands, расположенной на Коммунальном проезде, в честь празднования 85-летия города Химки. Все было сделано на безвозмездной основе.

Документация свидетельствует о том, что администрация не израсходовала никаких бюджетных средств на этот дизайнерский проект. Чтобы подтвердить данную информацию, Счетная палата передала документы на проверку в прокуратуру Химок."
2148;"От подписчика:
____________
Левый берег, ул.Зеленая у дома 20. После ремонта теплотрассы…трубы проложили по пешеходным дорожкам.
А один из проходов к детской площадке и вовсе перекрыт 👍🏼"
2149;"На Химкинском Арбате снесли детскую площадку, место зачистили и вскоре будут устанавливать новый классный игровой комплекс 👌

О том, какая планируется площадка, [https://vk.com/wall-34882023_1747806|мы писали тут]."
2150;"Недострой на улице Панфилова выставили на продажу 🤔

Недостроенный офисно-гостиничный комплекс на улице Панфилова площадью 148 600 кв. м выставили на продажу за 3,3 млрд рублей.

МФК «Либерти тауэр» представляет собой три башни высотой от 23 до 37 этажей, расположенные на общем стилобате. Предполагалось, что две башни будут офисными, а в третьей разместится гостиница на 250 номеров. Общая площадь - 148 600 кв. м. Сейчас готовность проекта оценивается в 35%. Торги назначены на 20 ноября. Стартовая цена лота - 3,3 млрд рублей."
2151;"Очередная химкинская пенсионерка отдала мошенникам более 3 млн рублей 🤯

78-летнюю женщину развели по стандартной схеме со звонками лжеследователя: химчанку заверили, что её личный кабинет на ""Госуслугах"" взломали, и теперь ей надо для сохранения денег на банковском счете в срочном порядке снять наличные и передать курьеру. После деньги якобы вернутся на перевыпущенную карту в полном объёме. Для убедительности ""оперативник"" даже связывался с бабушкой по видеосвязи. 

Перепуганная женщина сделала всё, как ей сказали. Однако потом пенсионерка обнаружила, что переписка со следователем полностью удалена и, поняв, что её обманули, обратилась в настоящую полицию.

Сотрудники МВД смогли задержать курьера, который забирал у химчанки деньги. Им оказался 21-летний уроженец Ульяновской области. Своих ""работодателей"" он не знал — нашел подработку в интернете, все инструкции к нему приходили анонимно. Согласно схеме, парень должен был забирать наличку у жертв, переводить её на криптокошелек, а себе оставлять процент с ""улова"".

Черный курьер оказался серийником: до этого он совершил такое же преступление, но с ущербом поменьше — в 400 тысяч. Злоумышленника заключили под стражу."
2152;Химки: в мире животных! В районе парка Дубки замечена куница, которая играла с белкой на дереве 🤩
2153;"По вечерам у м.Ховрино снова огромные очереди на 345 автобус 🥲

Интервалы в час-пик составляют более 30 минут. Бывает, что вместо автобуса маршрутка небольшая приезжает и люди туда набиваются, как сельдь в банку.
Вероятно, опять нехватка водителей…"
2154;"Защитные экраны на мосту через реку Химка обещают установить до конца месяца 👏🏼

Ранее [https://vk.com/wall-34882023_1783143|наши подписчики жаловались], что во время дождей пройти здесь сухим - та еще задача. Проезжающие автомобили постоянно обливают людей."
2155;С добрым утром из Ялты! 🌊
2156;"От подписчицы:
_____________
А это мост на Ленинском проспекте через реку Химка. Шла с ребенком в поликлинику, машина окатила нас грязью с ног до головы!

В мае защитные ограждения сняли, за 5 месяцев новые не поставили.

Мост находится в низине, всё стекается сюда, машины скорость не снижают. Люди как должны ходить по мосту? Все мокрые и в грязи?"
2157;"Обычные электросамокаты уже прошлый век, теперь в моду входят самокаты на рельсовом ходу 😅

Такие самокаты созданы для облегчения проверок и ремонта рельсового полотна.

Стоит такое чудо 3,2 тыс евро.
Технология предполагает, что для рельсового хода к обычному электросамокату прикрепляется балансирующая ось, а сам самокат оснащается с обеих сторон опорными колесиками.

Заявляется, что запас хода составляет 55 км на ровной местности, грузоподъемность – 115 кг. Разработана специальная площадка для грузов весом до 30 кг. Такие электросамокаты уже массово поставлялись в Швецию, Данию и Норвегию."
2158;"От подписчицы:
_____________
А мы уже вторую неделю всем домом сидим без горячей воды и отопления. Вся наша горячая вода в подвале! Там можно термальные ванны принимать. И до сих пор ничего починить не могут.

Юбилейный проспект, 14"
2159;"❗️Массовое ДТП на Ленинградке в районе Елино произошло сегодня утром

Сильно никто не пострадал"
2160;"❗️С 12 октября на Планерной улице откроют новую выделенную полосу.

Актуально для многих химчан, кто часто ездит до метро Планерная из Химок.

Теперь на Планерной улице останется лишь по одной полосе для проезда автомобилей.

Выделенка будет проходить от пересечения с улицей Свободы до станции метро «Планерная». Эта полоса важна для маршрутов, соединяющих Северное Тушино с Куркино и Химками. Также она станет продолжением коридора для автобусов, поворачивающих на улицу Свободы и следующих в сторону МКАД, ведь полоса для общественного транспорта на пересечении Кольца и улицы Свободы была введена несколько лет назад."
2161;"❗️С трассы М-11 вчера вечером вылетел автомобиль

ДТП произошло на 28 км трассы вблизи Шереметьево . Водитель BMW X5 не справился с управлением и вылетел в кювет.

На помощь подоспели химкинские спасатели из ХимСпаса, которые совместно с пожарными извлекли пострадавших из автомобиля."
2162;"Ох уж этот отопительный сезон 🥲
Строителей 10"
2163;"Всё! С 1 ноября платные парковки теперь и в Подмосковье 😱

Платные парковки вводятся в Красногорске, Королёве, Реутове и Видном. На данном этапе пока что обошлось без Химок.

По информации МТДИ МО средства, полученные с платных парковок, будут идти в бюджет администраций городских округов для проведения работ по благоустройству, ремонту и содержанию территорий."
2164;"Декорация к фильму ужасов? Нет, просто ночной туманный парк Дубки 😈

Фото - morze918"
2165;Химки снова накрыло густым туманом 🌫️
2166;"Пассажиры 851-го автобуса идут пешком по мосту через канал им.Москвы

Причина - ДТП. Водитель такси врезался в зад автобуса.

Виноват один, страдают десятки..."
2167;"Теперь в Химках ещё и хорьки водятся 😳

Ловко бегает по деревьям около 27-го детсада. Вероятно, сбежал у кого-то?"
2168;"С 1 марта 2025 года наличие ОСАГО у водителей начнут проверять через дорожные камеры

Это будет эксперимент, который продлится год. Водителям без ОСАГО отправят предупреждение через «Госуслуги». Штрафовать за такое обнаруженное через камеры нарушение пока не будут.

Работать всё будет примерно так: дорожные камеры зафиксируют весь поток автомобилей. Потом информационная система ГАИ вступит во взаимодействие с системами страховых компаний и сравнит номера машин на фото с базой данных по ОСАГО. Если полис найден, то фотография удалится. При отсутствии договора система отправит повторный запрос на следующий день.

В случае, если полис ОСАГО все-таки не обнаружится, водителю через «Госуслуги» направят предупреждение."
2169;"❗️На Ленинградке в районе Капитолия сейчас загорелась Мазда 

Ждут пожарных, своими силами потушить не удается"
2170;"Что это такое в Химках водится? 😱
Очень похожа на колибри, но вроде не она. 1,5-2 см в длину, длинный хоботок и очень шустрая!"
2171;В Химках появилась новая улица, вместо Бабакина 😅
2172;"Зайцы захватывают соседнее Куркино! 🐰

Местные жители их все чаще встречают на самых разных улицах. А периодически они заглядывают и в Химки, если удается удачно перебежать Новокуркинское шоссе…"
2173;"🏫Как меняются школы Химок

✔️Какие работы проведут в школе №8

✔️Где обучаются дети во время ремонта

✔️Как прошел первый месяц учебы в новом здании гимназии №23

Об этом рассказал начальник управления образования Химок Юрий Кандалов."
2174;А ещё утро началось с подтопления сквера Рубцовой 🛶
2175;"Утро в Химках началось с тумана 🌫️

Фото - Яна Юринова"
2176;Доброе утро! Сегодня и ближайшие дни будут дождливыми. У этой непогоды даже есть имя — циклон Кассандра, который принес с собой почти половину месячной нормы осадков, сообщают синоптики ☔️
2177;Дождливая прогулка по Химкам 📸
2178;"Ночной чат! 
Самое запоминающееся событие с прошедшей недели?"
2179;"Портал в бетонные джунгли 💫

ЖК Маяк"
2180;В ТЦ Мега Химки прошёл настоящий бал 🤩
2181;Юбилейный проспект без крестообразного перехода и кругового движения в конце 00-х. Сейчас такое и представить сложно)
2182;"В этом году в городских пабликах, особенно севернее от Химок, часто публикуются посты с описанием случаев встречи людей с медведями или их следами. 

Многие отмечают, что «известий» от косолапых стало так много, что уже страшно не то что в лес ходить, а вообще за город выезжать.

По словам заместителя директора Талдомского филиала ГКУ МО «Мособллес» Алексея Лаптева, в этом году на севере Подмосковья, действительно, происходит какое-то нашествие медведей.

«Только в Талдомском лесничестве, по нашим подсчетам, их обитает 6 особей. Они приходят к нам из Тверской области, поэтому порой медведей бывает и больше. В Подмосковье мишки занесены в Красную книгу и их никто не трогает. Они это чувствуют и ведут себя вольготно», — говорит лесничий.

Он рассказал, что сейчас встретить их в талдомском лесу шансы большие, ведь они бродят в поисках пищи по всей лесной территории.

«Кормовая площадь у них большая. В день медведь в поисках питания может пройти до 20 км. Грибники и ягодники не раз видели медвежьи следы в районе деревни Глебово, Береговская, так что надо быть острожными, гуляя по лесным тропинкам», — делится Лаптев.

Лаптев предупреждает, что в этих местах легко не только собрать лукошки с ягодами, но познакомиться поближе с «Михаилом Потаповичем».

«Если вы увидели косолапого, а он вас нет, то быстро и тихо уходите прочь. А если он вас заметил, то тогда бежать не стоит — догонит все равно. Поэтому надо его напугать — кричите и шумите что есть мочи. Стучите ведрами, палками, взорвите петарду наконец, чтобы медведь испугался и убежал», — говорит Алексей.

(На видео следы медведя в Дмитровском районе)"
